series,order,suborder,family,genus,genus.species
Carangaria,Istiophoriformes,Istiophoriformes suborder,Istiophoridae,Makaira,Makaira nigricans
Carangaria,Istiophoriformes,Istiophoriformes suborder,Istiophoridae,Tetrapturus,Tetrapturus angustirostris
Carangaria,Istiophoriformes,Istiophoriformes suborder,Istiophoridae,Tetrapturus,Tetrapturus belone
Carangaria,Istiophoriformes,Istiophoriformes suborder,Istiophoridae,Tetrapturus,Tetrapturus georgii
Carangaria,Istiophoriformes,Istiophoriformes suborder,Istiophoridae,Tetrapturus,Tetrapturus pfluegeri
Carangaria,Istiophoriformes,Istiophoriformes suborder,Xiphiidae,Xiphias,Xiphias gladius
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Achirus,Achirus achirus
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Achirus,Achirus declivis
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Achirus,Achirus klunzingeri
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Achirus,Achirus lineatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Achirus,Achirus mazatlanus
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Achirus,Achirus mucuri
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Achirus,Achirus novoae
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Achirus,Achirus scutum
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Achirus,Achirus zebrinus
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Apionichthys,Apionichthys dumerili
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Apionichthys,Apionichthys finis
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Apionichthys,Apionichthys menezesi
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Apionichthys,Apionichthys nattereri
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Apionichthys,Apionichthys rosai
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Apionichthys,Apionichthys sauli
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Apionichthys,Apionichthys seripierriae
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Catathyridium,Catathyridium garmani
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Catathyridium,Catathyridium grandirivi
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Catathyridium,Catathyridium jenynsii
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Catathyridium,Catathyridium lorentzii
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Gymnachirus,Gymnachirus melas
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Gymnachirus,Gymnachirus nudus
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Gymnachirus,Gymnachirus texae
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Hypoclinemus,Hypoclinemus mentalis
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Pnictes,Pnictes asphyxiatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Trinectes,Trinectes fimbriatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Trinectes,Trinectes fluviatilis
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Trinectes,Trinectes fonsecensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Trinectes,Trinectes hubbsbollinger
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Trinectes,Trinectes inscriptus
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Trinectes,Trinectes maculatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Trinectes,Trinectes microphthalmus
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Trinectes,Trinectes opercularis
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Trinectes,Trinectes paulistanus
Carangaria,Pleuronectiformes,Pleuronectoidei,Achiridae,Trinectes,Trinectes xanthurus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus andrewsi
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus arabicus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus armstrongi
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus aspilos
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus bassensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus boops
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus brunneus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus capensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus coeruleosticta
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus dalgleishi
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus debilis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus elongatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus fisoni
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus grohmanni
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus imperialis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus japonicus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus kessleri
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus laterna
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus macrolophus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus marisrubri
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus micrommatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus muelleri
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus multirastris
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus nigrifrons
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus oxyrhynchus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus polyspilus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus rueppelii
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus sayaensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus scapha
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus septemventralis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus tapeinosoma
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus tenuis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus thori
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus waitei
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Arnoglossus,Arnoglossus yamanakai
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Asterorhombus,Asterorhombus cocosensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Asterorhombus,Asterorhombus filifer
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Asterorhombus,Asterorhombus intermedius
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus assimilis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus constellatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus ellipticus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus guibei
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus leopardinus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus lunatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus maculiferus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus mancus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus mellissi
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus myriaster
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus ocellatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus pantherinus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus podas
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus robinsi
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus swio
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Bothus,Bothus tricirrhitus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Chascanopsetta,Chascanopsetta crumenalis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Chascanopsetta,Chascanopsetta elski
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Chascanopsetta,Chascanopsetta kenyaensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Chascanopsetta,Chascanopsetta lugubris
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Chascanopsetta,Chascanopsetta megagnatha
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Chascanopsetta,Chascanopsetta micrognatha
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Chascanopsetta,Chascanopsetta prognatha
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Chascanopsetta,Chascanopsetta prorigera
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Crossorhombus,Crossorhombus azureus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Crossorhombus,Crossorhombus howensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Crossorhombus,Crossorhombus kanekonis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Crossorhombus,Crossorhombus kobensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Crossorhombus,Crossorhombus valderostratus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyophrys,Engyophrys sanctilaurentii
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyophrys,Engyophrys senta
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon annulatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon arenicola
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon bellonaensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon bleekeri
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon filimanus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon filipennis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon grandisquama
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon hawaiiensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon hensleyi
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon hureaui
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon kushimotoensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon latifrons
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon longipelvis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon longipterum
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon macrolepis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon maldivensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon marquisensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon mogkii
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon mozambiquensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon multisquama
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon natalensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon obliquioculatum
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon osculus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon raoulensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon regani
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon rostratum
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon sechellensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon septempes
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon vanuatuensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon xenandrus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Engyprosopon,Engyprosopon xystrias
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Grammatobothus,Grammatobothus krempfi
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Grammatobothus,Grammatobothus pennatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Grammatobothus,Grammatobothus polyophthalmus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Japonolaeops,Japonolaeops dentatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Kamoharaia,Kamoharaia megastoma
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Laeops,Laeops clarus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Laeops,Laeops cypho
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Laeops,Laeops gracilis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Laeops,Laeops guentheri
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Laeops,Laeops kitaharae
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Laeops,Laeops macrophthalmus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Laeops,Laeops natalensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Laeops,Laeops nigrescens
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Laeops,Laeops nigromaculatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Laeops,Laeops parviceps
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Laeops,Laeops pectoralis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Laeops,Laeops tungkongensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Lophonectes,Lophonectes gallus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Lophonectes,Lophonectes mongonuiensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Monolene,Monolene antillarum
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Monolene,Monolene asaedae
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Monolene,Monolene atrimana
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Monolene,Monolene danae
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Monolene,Monolene dubiosa
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Monolene,Monolene helenensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Monolene,Monolene maculipinna
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Monolene,Monolene megalepis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Monolene,Monolene mertensi
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Monolene,Monolene microstoma
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Monolene,Monolene sessilicauda
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Neolaeops,Neolaeops microphthalmus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Parabothus,Parabothus amaokai
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Parabothus,Parabothus budkeri
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Parabothus,Parabothus chlorospilus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Parabothus,Parabothus coarctatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Parabothus,Parabothus filipes
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Parabothus,Parabothus kiensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Parabothus,Parabothus malhensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Parabothus,Parabothus polylepis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Parabothus,Parabothus taiwanensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Perissias,Perissias taeniopterus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Psettina,Psettina brevirictis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Psettina,Psettina filimana
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Psettina,Psettina gigantea
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Psettina,Psettina hainanensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Psettina,Psettina iijimae
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Psettina,Psettina multisquamea
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Psettina,Psettina profunda
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Psettina,Psettina senta
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Psettina,Psettina tosana
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Psettina,Psettina variegata
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Taeniopsetta,Taeniopsetta ocellata
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Taeniopsetta,Taeniopsetta radula
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Tosarhombus,Tosarhombus brevis
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Tosarhombus,Tosarhombus longimanus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Tosarhombus,Tosarhombus neocaledonicus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Tosarhombus,Tosarhombus nielseni
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Tosarhombus,Tosarhombus octoculatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Tosarhombus,Tosarhombus smithi
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Trichopsetta,Trichopsetta caribbaea
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Trichopsetta,Trichopsetta melasma
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Trichopsetta,Trichopsetta orbisulcus
Carangaria,Pleuronectiformes,Pleuronectoidei,Bothidae,Trichopsetta,Trichopsetta ventralis
Carangaria,Pleuronectiformes,Pleuronectoidei,Citharidae,Brachypleura,Brachypleura novaezeelandiae
Carangaria,Pleuronectiformes,Pleuronectoidei,Citharidae,Citharoides,Citharoides axillaris
Carangaria,Pleuronectiformes,Pleuronectoidei,Citharidae,Citharoides,Citharoides macrolepidotus
Carangaria,Pleuronectiformes,Pleuronectoidei,Citharidae,Citharoides,Citharoides macrolepis
Carangaria,Pleuronectiformes,Pleuronectoidei,Citharidae,Citharoides,Citharoides orbitalis
Carangaria,Pleuronectiformes,Pleuronectoidei,Citharidae,Citharus,Citharus linguatula
Carangaria,Pleuronectiformes,Pleuronectoidei,Citharidae,Lepidoblepharon,Lepidoblepharon ophthalmolepis
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus abbreviatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus acaudatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus acutirostris
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus arel
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus attenuatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus bilineatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus broadhursti
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus browni
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus cadenati
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus canariensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus capensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus carpenteri
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus cynoglossus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus dispar
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus dollfusi
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus dubius
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus durbanensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus feldmanni
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus gilchristi
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus gracilis
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus heterolepis
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus interruptus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus itinus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus joyneri
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus kapuasensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus kopsii
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus lachneri
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus lida
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus lighti
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus lineolatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus lingua
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus maccullochi
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus macrolepidotus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus macrophthalmus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus macrostomus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus maculipinnis
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus marleyi
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus melampetalus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus microlepis
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus monodi
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus monopus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus nigropinnatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus ochiaii
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus ogilbyi
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus oligolepis
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus pottii
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus puncticeps
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus purpureomaculatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus robustus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus roulei
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus sealarki
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus semifasciatus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus semilaevis
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus senegalensis
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus sibogae
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus sinicus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus sinusarabici
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus suyeni
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus trigrammus
Carangaria,Pleuronectiformes,Pleuronectoidei,Cynoglossidae,Cynoglossus,Cynoglossus trulla
